Name: “Table 1 of 1 on page 10 of 44”,Name: “Table 1 of 1 on page 10 of 44”,Name: “Table 1 of 1 on page 10 of 44”,Name: “Table 1 of 1 on page 10 of 44”,Name: “Table 1 of 1 on page 10 of 44”,Name: “Table 1 of 1 on page 10 of 44”
bottom (TOTAL_DEPTH) and 0.5 meters BELOW the P_DEPTH (from TAB_BIOTA_EVENT TABLE).,bottom (TOTAL_DEPTH) and 0.5 meters BELOW the P_DEPTH (from TAB_BIOTA_EVENT TABLE).,bottom (TOTAL_DEPTH) and 0.5 meters BELOW the P_DEPTH (from TAB_BIOTA_EVENT TABLE).,bottom (TOTAL_DEPTH) and 0.5 meters BELOW the P_DEPTH (from TAB_BIOTA_EVENT TABLE).,bottom (TOTAL_DEPTH) and 0.5 meters BELOW the P_DEPTH (from TAB_BIOTA_EVENT TABLE).,bottom (TOTAL_DEPTH) and 0.5 meters BELOW the P_DEPTH (from TAB_BIOTA_EVENT TABLE).
"2) SURVEY_ID: The primary key for this table is a composite key base on the following fields: STATION,","2) SURVEY_ID: The primary key for this table is a composite key base on the following fields: STATION,","2) SURVEY_ID: The primary key for this table is a composite key base on the following fields: STATION,","2) SURVEY_ID: The primary key for this table is a composite key base on the following fields: STATION,","2) SURVEY_ID: The primary key for this table is a composite key base on the following fields: STATION,","2) SURVEY_ID: The primary key for this table is a composite key base on the following fields: STATION,"
"SAMPLE_DATE_TIME, SOURCE, DATA_TYPE, SAMPLE_NUMBER, METHOD, VALUE_TYPE,","SAMPLE_DATE_TIME, SOURCE, DATA_TYPE, SAMPLE_NUMBER, METHOD, VALUE_TYPE,","SAMPLE_DATE_TIME, SOURCE, DATA_TYPE, SAMPLE_NUMBER, METHOD, VALUE_TYPE,","SAMPLE_DATE_TIME, SOURCE, DATA_TYPE, SAMPLE_NUMBER, METHOD, VALUE_TYPE,","SAMPLE_DATE_TIME, SOURCE, DATA_TYPE, SAMPLE_NUMBER, METHOD, VALUE_TYPE,",and
PARAMETER. The,composite key of SURVEY_ID is base on the combination,composite key of SURVEY_ID is base on the combination,following fields:,following fields:,
"STATION, SAMPLE_DATE_TIME, LAYER, SOURCE AND DATA_TYPE.","STATION, SAMPLE_DATE_TIME, LAYER, SOURCE AND DATA_TYPE.","STATION, SAMPLE_DATE_TIME, LAYER, SOURCE AND DATA_TYPE.",An Auto-Key number is,An Auto-Key number is,
generated for each unique combination of these fields in the TAB_BIOTA_EVENT TABLE and must be,generated for each unique combination of these fields in the TAB_BIOTA_EVENT TABLE and must be,generated for each unique combination of these fields in the TAB_BIOTA_EVENT TABLE and must be,generated for each unique combination of these fields in the TAB_BIOTA_EVENT TABLE and must be,generated for each unique combination of these fields in the TAB_BIOTA_EVENT TABLE and must be,generated for each unique combination of these fields in the TAB_BIOTA_EVENT TABLE and must be
merged on to data before it can be loaded into this table.,merged on to data before it can be loaded into this table.,merged on to data before it can be loaded into this table.,,,
TAB_PHYTO_PICO,TAB_PHYTO_PICO,,,,
Field Name,,Description,Data Type,Length,Length
SURVEY_ID,PRIMARY_ID KEY-,,INT,,
,AN AUTO-GENERATED FIELD,AN AUTO-GENERATED FIELD,,,
"(PK,FK)",,,,,
SAMPLE_,SAMPLE NUMBER-,,TINYINT,,
NUMBER,Number of sample collected at Station(replicate number),Number of sample collected at Station(replicate number),,,
(PK),,,,,
METHOD,METHOD CODE-,,CHAR,6,
,Method code identifying,field/laboratory analysis,,,
"(PK,FK)",procedure,,,,
TSN,TAXON SERIAL NUMBER-,TAXON SERIAL NUMBER-,CHAR,7,
,ITIS Serial Number for Species Identification,ITIS Serial Number for Species Identification,,,
"(PK,FK)",,,,,
,,8,,,
,Phytoplankton And Zooplankton Database Design And Data Dictionary: Version 3.0,Phytoplankton And Zooplankton Database Design And Data Dictionary: Version 3.0,Phytoplankton And Zooplankton Database Design And Data Dictionary: Version 3.0,,
