Name: “Table 1 of 1 on page 38 of 170”,Name: “Table 1 of 1 on page 38 of 170”,Name: “Table 1 of 1 on page 38 of 170”,Name: “Table 1 of 1 on page 38 of 170”,Name: “Table 1 of 1 on page 38 of 170”
850-micrometer sieve that were not previously identified in the sub samples and/or macro zooplankton,850-micrometer sieve that were not previously identified in the sub samples and/or macro zooplankton,850-micrometer sieve that were not previously identified in the sub samples and/or macro zooplankton,850-micrometer sieve that were not previously identified in the sub samples and/or macro zooplankton,850-micrometer sieve that were not previously identified in the sub samples and/or macro zooplankton
were counted and identified.,were counted and identified.,,,
METHOD,METHOD,DESCRIPTION,USAGE,STATE/
,CODE,,PERIOD,LABOROTORY
,MZ101A,Hensen-Stempel Count with macrozooplankton scan,July 1984 -,MD\VERSAR
,,,December 1998,
,MZ101B,Hensen-Stempel Count without macrozooplankton scan,January 1999 -,MD\VERSAR
,,,December 2001,
,MZ101C,Hensen-Stempel Count with macrozooplankton scan and special 850-,July 1996 -,MD\VERSAR
,,micron sieve count,October 2002,
,,*Note both MZ101B and MZ101C counts were reported from July,,
,,1996-December 2001,,
,MZ102,"Controlled Variability Sampling Method, data collected without flow",July 1985 -,VA\ ODU
,,meters on bongo nets to measure sample volume.,December 1992,
,MZ102,Controlled Variability Sampling Method,January 1993-,VA\ ODU
,,,December 1997,
,MZ102B,Controlled Variability Sampling Method with 75 mμ sieve modification,January 1998- April,VA\ ODU
,,,2000,
,MZ103,Hensen-Stempel Count with macrozooplankton scan and special 850-,January 2000 -,VA\ ODU
,,micron sieve count,October 2002,
Table 5. Composite list of mesozooplankton enumeration method used in the historic Chesapeake Bay,Table 5. Composite list of mesozooplankton enumeration method used in the historic Chesapeake Bay,Table 5. Composite list of mesozooplankton enumeration method used in the historic Chesapeake Bay,Table 5. Composite list of mesozooplankton enumeration method used in the historic Chesapeake Bay,Table 5. Composite list of mesozooplankton enumeration method used in the historic Chesapeake Bay
zooplankton monitoring programs.,zooplankton monitoring programs.,zooplankton monitoring programs.,,
OTHER ISSUES:,OTHER ISSUES:,,,
1),Copepod nauplii were counted in both the mesozooplankton and microzooplankton samples and are,Copepod nauplii were counted in both the mesozooplankton and microzooplankton samples and are,Copepod nauplii were counted in both the mesozooplankton and microzooplankton samples and are,Copepod nauplii were counted in both the mesozooplankton and microzooplankton samples and are
,"included in both data sets. The smaller mesh size (
    ","included in both data sets. The smaller mesh size (
    ","included in both data sets. The smaller mesh size (
    ","included in both data sets. The smaller mesh size (
    "
,samples in Maryland and the whole water sample collection method in Virginia are more efficient in,samples in Maryland and the whole water sample collection method in Virginia are more efficient in,samples in Maryland and the whole water sample collection method in Virginia are more efficient in,samples in Maryland and the whole water sample collection method in Virginia are more efficient in
,"retaining the smallest copepod nauplii. Therefore, the microzooplankton estimates of copepod nauplii","retaining the smallest copepod nauplii. Therefore, the microzooplankton estimates of copepod nauplii","retaining the smallest copepod nauplii. Therefore, the microzooplankton estimates of copepod nauplii","retaining the smallest copepod nauplii. Therefore, the microzooplankton estimates of copepod nauplii"
,density are considered by the principal investigators to be more accurate. Remove the copepod,density are considered by the principal investigators to be more accurate. Remove the copepod,density are considered by the principal investigators to be more accurate. Remove the copepod,density are considered by the principal investigators to be more accurate. Remove the copepod
,nauplii in the mesozooplankton files prior to merging the micro- and mesozooplankton files.,nauplii in the mesozooplankton files prior to merging the micro- and mesozooplankton files.,nauplii in the mesozooplankton files prior to merging the micro- and mesozooplankton files.,nauplii in the mesozooplankton files prior to merging the micro- and mesozooplankton files.
,,36,,
