Eurytemora affinis,Eurytemora affinis,Eurytemora affinis,Eurytemora affinis,,,copepodite 5.5,copepodite 5.5,,
Pseudodiaptomus coronatus adult,Pseudodiaptomus coronatus adult,Pseudodiaptomus coronatus adult,Pseudodiaptomus coronatus adult,Pseudodiaptomus coronatus adult,Pseudodiaptomus coronatus adult,Pseudodiaptomus coronatus adult,,9.9,
Pseudodiaptomus coronatus copepodite 4.6,Pseudodiaptomus coronatus copepodite 4.6,Pseudodiaptomus coronatus copepodite 4.6,Pseudodiaptomus coronatus copepodite 4.6,Pseudodiaptomus coronatus copepodite 4.6,Pseudodiaptomus coronatus copepodite 4.6,Pseudodiaptomus coronatus copepodite 4.6,Pseudodiaptomus coronatus copepodite 4.6,,
Temora turbiniata adult 15.4,Temora turbiniata adult 15.4,Temora turbiniata adult 15.4,Temora turbiniata adult 15.4,Temora turbiniata adult 15.4,Temora turbiniata adult 15.4,,,,
Temora turbiniata copepodite 6.4,Temora turbiniata copepodite 6.4,Temora turbiniata copepodite 6.4,Temora turbiniata copepodite 6.4,Temora turbiniata copepodite 6.4,Temora turbiniata copepodite 6.4,Temora turbiniata copepodite 6.4,,,
Alona affinis,Alona affinis,Alona affinis,1.1,,,,,,
Alona costata,Alona costata,Alona costata,1.1,,,,,,
Alona spp.,Alona spp.,1.1,,,,,,,
Alonella sp.,Alonella sp.,1,,,,,,,
Bosmina longirostris,Bosmina longirostris,Bosmina longirostris,Bosmina longirostris,2.3,2.3,,,,
Camptocercus rectirostris,Camptocercus rectirostris,Camptocercus rectirostris,Camptocercus rectirostris,Camptocercus rectirostris,Camptocercus rectirostris,,2,,
Chydorus sp.,Chydorus sp.,Chydorus sp.,1.1,,,,,,
Daphnia retrocurva,Daphnia retrocurva,Daphnia retrocurva,Daphnia retrocurva,3.1,3.1,,,,
Diaphanosona leuchtenbergia num 2.7,Diaphanosona leuchtenbergia num 2.7,Diaphanosona leuchtenbergia num 2.7,Diaphanosona leuchtenbergia num 2.7,Diaphanosona leuchtenbergia num 2.7,Diaphanosona leuchtenbergia num 2.7,Diaphanosona leuchtenbergia num 2.7,,,
Eubosmina coregoni,Eubosmina coregoni,Eubosmina coregoni,Eubosmina coregoni,2.3,2.3,,,,
Eubosminia longspina,Eubosminia longspina,Eubosminia longspina,Eubosminia longspina,Eubosminia longspina,2.3,,,,
Ilyocryptus spinifer,Ilyocryptus spinifer,Ilyocryptus spinifer,Ilyocryptus spinifer,1.1,1.1,,,,
Ilyocryptus sp.,Ilyocryptus sp.,Ilyocryptus sp.,1.1,,,,,,
Leptodora kindtii,Leptodora kindtii,Leptodora kindtii,Leptodora kindtii,36.6,,,,,
Monia,1.4,,,,,,,,
Monia micrura,Monia micrura,Monia micrura,1.4,,,,,,
Podon polyphemoides,Podon polyphemoides,Podon polyphemoides,Podon polyphemoides,Podon polyphemoides,1,,,,
Scapholeberis kingi,Scapholeberis kingi,Scapholeberis kingi,Scapholeberis kingi,8.3,8.3,,,,
Sida crystallina,Sida crystallina,Sida crystallina,8,,,,,,
Monospilus dispar,Monospilus dispar,Monospilus dispar,Monospilus dispar,2.3,,,,,
Evadne sp.,Evadne sp.,1,,,,,,,
file://C:\Documents and Settings\jjohnson\Local Settings\Temp\metadata18.htm,file://C:\Documents and Settings\jjohnson\Local Settings\Temp\metadata18.htm,file://C:\Documents and Settings\jjohnson\Local Settings\Temp\metadata18.htm,file://C:\Documents and Settings\jjohnson\Local Settings\Temp\metadata18.htm,file://C:\Documents and Settings\jjohnson\Local Settings\Temp\metadata18.htm,file://C:\Documents and Settings\jjohnson\Local Settings\Temp\metadata18.htm,file://C:\Documents and Settings\jjohnson\Local Settings\Temp\metadata18.htm,file://C:\Documents and Settings\jjohnson\Local Settings\Temp\metadata18.htm,file://C:\Documents and Settings\jjohnson\Local Settings\Temp\metadata18.htm,4/26/2012
