Name: “Table 1 of 1 on page 9 of 24”,Name: “Table 1 of 1 on page 9 of 24”,Name: “Table 1 of 1 on page 9 of 24”,Name: “Table 1 of 1 on page 9 of 24”,Name: “Table 1 of 1 on page 9 of 24”
Ash free dry weight of the sample (AFDW) is calculated by subtracting ash weight of the sample from dry,Ash free dry weight of the sample (AFDW) is calculated by subtracting ash weight of the sample from dry,Ash free dry weight of the sample (AFDW) is calculated by subtracting ash weight of the sample from dry,Ash free dry weight of the sample (AFDW) is calculated by subtracting ash weight of the sample from dry,Ash free dry weight of the sample (AFDW) is calculated by subtracting ash weight of the sample from dry
weight of the sample.,Ash free dry weight as milligrams per cubic meter of water sampled (ASH_FRWT) is,Ash free dry weight as milligrams per cubic meter of water sampled (ASH_FRWT) is,Ash free dry weight as milligrams per cubic meter of water sampled (ASH_FRWT) is,Ash free dry weight as milligrams per cubic meter of water sampled (ASH_FRWT) is
"calculated by dividing AFDW by FVOL_M3, the volume of water filtered in cubic meters.","calculated by dividing AFDW by FVOL_M3, the volume of water filtered in cubic meters.","calculated by dividing AFDW by FVOL_M3, the volume of water filtered in cubic meters.",,
Biomass values for samples containing detritus could not be directly measured.,Biomass values for samples containing detritus could not be directly measured.,Biomass values for samples containing detritus could not be directly measured.,"For these samples, ash","For these samples, ash"
dry weight and ash-free dry weight were estimated by using known weights of individual species/life stage,dry weight and ash-free dry weight were estimated by using known weights of individual species/life stage,dry weight and ash-free dry weight were estimated by using known weights of individual species/life stage,dry weight and ash-free dry weight were estimated by using known weights of individual species/life stage,dry weight and ash-free dry weight were estimated by using known weights of individual species/life stage
multiplied by the number that species/life stage in the sample and then summing across all species.,multiplied by the number that species/life stage in the sample and then summing across all species.,multiplied by the number that species/life stage in the sample and then summing across all species.,multiplied by the number that species/life stage in the sample and then summing across all species.,Weight
per individual was obtained from the literature or developed from microbalance techniques.,per individual was obtained from the literature or developed from microbalance techniques.,per individual was obtained from the literature or developed from microbalance techniques.,,
">PARAMETER: BEROE (Number of Beroe per Sample), BEROEVOL (Volume of Beroe in Milliliters per",">PARAMETER: BEROE (Number of Beroe per Sample), BEROEVOL (Volume of Beroe in Milliliters per",">PARAMETER: BEROE (Number of Beroe per Sample), BEROEVOL (Volume of Beroe in Milliliters per",">PARAMETER: BEROE (Number of Beroe per Sample), BEROEVOL (Volume of Beroe in Milliliters per",">PARAMETER: BEROE (Number of Beroe per Sample), BEROEVOL (Volume of Beroe in Milliliters per"
"Sample), CNIDA (Number of All Cnidarians per Sample), CNIDAVOL (Volume of All Cnidaria in Milliliters per","Sample), CNIDA (Number of All Cnidarians per Sample), CNIDAVOL (Volume of All Cnidaria in Milliliters per","Sample), CNIDA (Number of All Cnidarians per Sample), CNIDAVOL (Volume of All Cnidaria in Milliliters per","Sample), CNIDA (Number of All Cnidarians per Sample), CNIDAVOL (Volume of All Cnidaria in Milliliters per","Sample), CNIDA (Number of All Cnidarians per Sample), CNIDAVOL (Volume of All Cnidaria in Milliliters per"
"Sample), HYDRA","(Number of Hydromedusae per Sample), HYDRAVOL (Volume of Hydromedusae","(Number of Hydromedusae per Sample), HYDRAVOL (Volume of Hydromedusae","(Number of Hydromedusae per Sample), HYDRAVOL (Volume of Hydromedusae",
"In Milliliters per Sample), JELLY (Volume of Sea Nettles in Milliliters per Sample), JELLYVOL","In Milliliters per Sample), JELLY (Volume of Sea Nettles in Milliliters per Sample), JELLYVOL","In Milliliters per Sample), JELLY (Volume of Sea Nettles in Milliliters per Sample), JELLYVOL",(Number of,(Number of
"Sea Nettles per Sample), MNEMIOP (Number of Mnemiopsis per Sample), MNEMVOL (Volume of","Sea Nettles per Sample), MNEMIOP (Number of Mnemiopsis per Sample), MNEMVOL (Volume of","Sea Nettles per Sample), MNEMIOP (Number of Mnemiopsis per Sample), MNEMVOL (Volume of","Sea Nettles per Sample), MNEMIOP (Number of Mnemiopsis per Sample), MNEMVOL (Volume of",
Mnemiopsis in Milliliters per Sample),,,,
-COLLECTION METHODS: Two stepped oblique; replicate tows with paired bongo nets are taken at each,-COLLECTION METHODS: Two stepped oblique; replicate tows with paired bongo nets are taken at each,-COLLECTION METHODS: Two stepped oblique; replicate tows with paired bongo nets are taken at each,-COLLECTION METHODS: Two stepped oblique; replicate tows with paired bongo nets are taken at each,-COLLECTION METHODS: Two stepped oblique; replicate tows with paired bongo nets are taken at each
station through the entire water column.,Steps are taken in 1-4 meter increments depending on total station,Steps are taken in 1-4 meter increments depending on total station,Steps are taken in 1-4 meter increments depending on total station,Steps are taken in 1-4 meter increments depending on total station
depth.,There are always 5 step levels per station.,Tows last between 5 to 10 minutes depending on,Tows last between 5 to 10 minutes depending on,
zooplankton abundance.,"One of the paired nets is used for taxonomic purposes (counting), the other for","One of the paired nets is used for taxonomic purposes (counting), the other for","One of the paired nets is used for taxonomic purposes (counting), the other for","One of the paired nets is used for taxonomic purposes (counting), the other for"
biomass measurements.,The net for biovolume is randomly selected.,The net for biovolume is randomly selected.,,
-SAMPLE PRESERVATIVES: Formalin,,,,
-SAMPLE STORAGE ENVIRONMENT: Room temperature,-SAMPLE STORAGE ENVIRONMENT: Room temperature,-SAMPLE STORAGE ENVIRONMENT: Room temperature,,
-TIME IN STORAGE: 2 to 4 days,,,,
-LAB TECHNIQUES WITH REFERENCES:,-LAB TECHNIQUES WITH REFERENCES:,,,
-Chesapeake Bay Program Analytical Method-JF101,-Chesapeake Bay Program Analytical Method-JF101,-Chesapeake Bay Program Analytical Method-JF101,,
"Prior to July 1987, Ctenophores- [Beroe, and Mnemiopsis]","Prior to July 1987, Ctenophores- [Beroe, and Mnemiopsis]","Prior to July 1987, Ctenophores- [Beroe, and Mnemiopsis]","(CTENO, CTENOVOL) and Cnidarians",
"[Hydrozoans, true Jellyfish] (CNIDA, CNIDAVOL) were removed from samples in the field after sample","[Hydrozoans, true Jellyfish] (CNIDA, CNIDAVOL) were removed from samples in the field after sample","[Hydrozoans, true Jellyfish] (CNIDA, CNIDAVOL) were removed from samples in the field after sample","[Hydrozoans, true Jellyfish] (CNIDA, CNIDAVOL) were removed from samples in the field after sample","[Hydrozoans, true Jellyfish] (CNIDA, CNIDAVOL) were removed from samples in the field after sample"
"Preservation, and their numbers and settled volumes were recorded from the net that was used as the count","Preservation, and their numbers and settled volumes were recorded from the net that was used as the count","Preservation, and their numbers and settled volumes were recorded from the net that was used as the count","Preservation, and their numbers and settled volumes were recorded from the net that was used as the count","Preservation, and their numbers and settled volumes were recorded from the net that was used as the count"
sample.,,,,
-Chesapeake Bay Program Analytical Method JF102,-Chesapeake Bay Program Analytical Method JF102,-Chesapeake Bay Program Analytical Method JF102,,
"After July 1987, Beroe (BEROE, BEROEVOL), Hydrozoans (HYDRO, HYDROVOL), Mnemiopsis","After July 1987, Beroe (BEROE, BEROEVOL), Hydrozoans (HYDRO, HYDROVOL), Mnemiopsis","After July 1987, Beroe (BEROE, BEROEVOL), Hydrozoans (HYDRO, HYDROVOL), Mnemiopsis","After July 1987, Beroe (BEROE, BEROEVOL), Hydrozoans (HYDRO, HYDROVOL), Mnemiopsis",
"(MNEMIOP, MNEMVOL), and true Jellyfish ((JELLY, JELLYVOL) were removed from samples and sorted in","(MNEMIOP, MNEMVOL), and true Jellyfish ((JELLY, JELLYVOL) were removed from samples and sorted in","(MNEMIOP, MNEMVOL), and true Jellyfish ((JELLY, JELLYVOL) were removed from samples and sorted in","(MNEMIOP, MNEMVOL), and true Jellyfish ((JELLY, JELLYVOL) were removed from samples and sorted in","(MNEMIOP, MNEMVOL), and true Jellyfish ((JELLY, JELLYVOL) were removed from samples and sorted in"
"the field after sample preservation, their numbers and settled volumes were recorded from the net that was","the field after sample preservation, their numbers and settled volumes were recorded from the net that was","the field after sample preservation, their numbers and settled volumes were recorded from the net that was","the field after sample preservation, their numbers and settled volumes were recorded from the net that was","the field after sample preservation, their numbers and settled volumes were recorded from the net that was"
used as the count sample.,,,,
">PARAMETER: COUNT (# of a Mesozooplankton Taxon per Cubic Meter),",">PARAMETER: COUNT (# of a Mesozooplankton Taxon per Cubic Meter),",">PARAMETER: COUNT (# of a Mesozooplankton Taxon per Cubic Meter),",,
-COLLECTION METHODS: Two stepped oblique; replicate tows are taken at each station through the entire,-COLLECTION METHODS: Two stepped oblique; replicate tows are taken at each station through the entire,-COLLECTION METHODS: Two stepped oblique; replicate tows are taken at each station through the entire,-COLLECTION METHODS: Two stepped oblique; replicate tows are taken at each station through the entire,-COLLECTION METHODS: Two stepped oblique; replicate tows are taken at each station through the entire
water column.,Steps are taken in 1-4 meter increments depending on total station depth.,Steps are taken in 1-4 meter increments depending on total station depth.,There are always,There are always
5 step levels per station.,Tows last between 5 to 10 minutes depending on zooplankton abundance.,Tows last between 5 to 10 minutes depending on zooplankton abundance.,Tows last between 5 to 10 minutes depending on zooplankton abundance.,One of
"the paired nets is used for taxonomic purposes (counting), the other for biomass measurements.","the paired nets is used for taxonomic purposes (counting), the other for biomass measurements.","the paired nets is used for taxonomic purposes (counting), the other for biomass measurements.",The count,The count
sample is preserved.,,,,
-SAMPLE PRESERVATIVES: Formalin,,,,
-SAMPLE STORAGE ENVIRONMENT: Room temperature,-SAMPLE STORAGE ENVIRONMENT: Room temperature,-SAMPLE STORAGE ENVIRONMENT: Room temperature,,
-TIME IN STORAGE: Samples are usually processed within 1 or 2 months after collection.,-TIME IN STORAGE: Samples are usually processed within 1 or 2 months after collection.,-TIME IN STORAGE: Samples are usually processed within 1 or 2 months after collection.,"After processing,","After processing,"
samples are archived for at least five years after the final report.,samples are archived for at least five years after the final report.,samples are archived for at least five years after the final report.,,
-LAB TECHNIQUES WITH REFERENCES: Hensen-Stemple pipette sub sampling techniques,-LAB TECHNIQUES WITH REFERENCES: Hensen-Stemple pipette sub sampling techniques,-LAB TECHNIQUES WITH REFERENCES: Hensen-Stemple pipette sub sampling techniques,,
,,4,,
