Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”,Name: “Table 1 of 1 on page 3 of 21”
TF4.2,,,37.57987,37.57987,37.57987,,-77.0216 6.4,-77.0216 6.4,,,,,"37 34' 47.52""","37 34' 47.52""",,"-78 58' 42.113""","-78 58' 42.113""","-78 58' 42.113""","-78 58' 42.113""",,
TF5.5,,,37.31293,37.31293,37.31293,,-77.2328 9.0,-77.2328 9.0,,,,,"37 18' 46.534""","37 18' 46.534""",,"-78 46' 2.087""","-78 46' 2.087""","-78 46' 2.087""",,,
WE4.2,,,37.24167,37.24167,37.24167,,-76.3867 14.1,-76.3867 14.1,,,,,"37 14' 30""",,,"-77 36' 48""","-77 36' 48""",,,,
Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,Station depths are based on a nine year (1985-1994) averages of Virginia Department of Environmental,
"Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.","Quality, water quality hydrographic data collected concurrently with the plankton samples.",,,
# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,# METHODOLOGY DESCRIBING CHAIN OF CUSTODY FOR LAB SAMPLES,,,,,,
"The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of","The phytoplankton field chief is the custodian for all samples collected, and verifies proper labeling of",,
"bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the","bottles, complete field data entries, the collection of the samples, preservative used and transport to the",
laboratory.,laboratory.,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to,He also supervises the calibration and availability of field equipment. Samples are turned over to
"the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.","the laboratory chief who oversees the sample processing, analysis and recording of the raw data.",The,
"principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw","principal investigator and laboratory chief for quality assurance routinely check taxon identifications, raw",
data sheets and other stages of the collection and analysis procedures.,data sheets and other stages of the collection and analysis procedures.,data sheets and other stages of the collection and analysis procedures.,data sheets and other stages of the collection and analysis procedures.,data sheets and other stages of the collection and analysis procedures.,data sheets and other stages of the collection and analysis procedures.,data sheets and other stages of the collection and analysis procedures.,data sheets and other stages of the collection and analysis procedures.,data sheets and other stages of the collection and analysis procedures.,data sheets and other stages of the collection and analysis procedures.,data sheets and other stages of the collection and analysis procedures.,data sheets and other stages of the collection and analysis procedures.,data sheets and other stages of the collection and analysis procedures.,data sheets and other stages of the collection and analysis procedures.,data sheets and other stages of the collection and analysis procedures.,,,,,,,
# BIOLOGICAL ENUMERATION TECHNIQUES,# BIOLOGICAL ENUMERATION TECHNIQUES,# BIOLOGICAL ENUMERATION TECHNIQUES,# BIOLOGICAL ENUMERATION TECHNIQUES,# BIOLOGICAL ENUMERATION TECHNIQUES,# BIOLOGICAL ENUMERATION TECHNIQUES,# BIOLOGICAL ENUMERATION TECHNIQUES,# BIOLOGICAL ENUMERATION TECHNIQUES,# BIOLOGICAL ENUMERATION TECHNIQUES,# BIOLOGICAL ENUMERATION TECHNIQUES,,,,,,,,,,,,
-Chesapeake Bay Program Sample Analysis Method PH102,-Chesapeake Bay Program Sample Analysis Method PH102,-Chesapeake Bay Program Sample Analysis Method PH102,-Chesapeake Bay Program Sample Analysis Method PH102,-Chesapeake Bay Program Sample Analysis Method PH102,-Chesapeake Bay Program Sample Analysis Method PH102,-Chesapeake Bay Program Sample Analysis Method PH102,-Chesapeake Bay Program Sample Analysis Method PH102,-Chesapeake Bay Program Sample Analysis Method PH102,-Chesapeake Bay Program Sample Analysis Method PH102,-Chesapeake Bay Program Sample Analysis Method PH102,-Chesapeake Bay Program Sample Analysis Method PH102,-Chesapeake Bay Program Sample Analysis Method PH102,,,,,,,,,
Upon,return,return,to,the,"laboratory,","laboratory,",each,500,ml,water,water,sample,(fixed,(fixed,with,Lugol’s,Lugol’s,solution,on,station),are
"preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then","preserved with 5 ml of buffered formaldehyde. The 500 ml replicate sample sets are mixed (1000 ml), then"
"500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by","500 ml are withdrawn and allowed to settle undisturbed for 72 hours, the original 500 ml is reduced by"
careful,siphoning,siphoning,siphoning,to,approximately,approximately,approximately,200-250,ml.,ml.,The,samples,samples,are,allowed,to,stand,undisturbed,undisturbed,for,an
additional 48 hours and are again siphoned to 20-40 ml concentrates.,additional 48 hours and are again siphoned to 20-40 ml concentrates.,additional 48 hours and are again siphoned to 20-40 ml concentrates.,additional 48 hours and are again siphoned to 20-40 ml concentrates.,additional 48 hours and are again siphoned to 20-40 ml concentrates.,additional 48 hours and are again siphoned to 20-40 ml concentrates.,additional 48 hours and are again siphoned to 20-40 ml concentrates.,additional 48 hours and are again siphoned to 20-40 ml concentrates.,additional 48 hours and are again siphoned to 20-40 ml concentrates.,additional 48 hours and are again siphoned to 20-40 ml concentrates.,additional 48 hours and are again siphoned to 20-40 ml concentrates.,additional 48 hours and are again siphoned to 20-40 ml concentrates.,additional 48 hours and are again siphoned to 20-40 ml concentrates.,additional 48 hours and are again siphoned to 20-40 ml concentrates.,additional 48 hours and are again siphoned to 20-40 ml concentrates.,,The final 20-40 ml concentrate is,The final 20-40 ml concentrate is,The final 20-40 ml concentrate is,The final 20-40 ml concentrate is,The final 20-40 ml concentrate is,The final 20-40 ml concentrate is
"transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has","transferred to a previously labeled storage vial, where the label information from the collection bottle has"
been transferred and verified by the laboratory supervisor.,been transferred and verified by the laboratory supervisor.,been transferred and verified by the laboratory supervisor.,been transferred and verified by the laboratory supervisor.,been transferred and verified by the laboratory supervisor.,been transferred and verified by the laboratory supervisor.,been transferred and verified by the laboratory supervisor.,been transferred and verified by the laboratory supervisor.,been transferred and verified by the laboratory supervisor.,been transferred and verified by the laboratory supervisor.,been transferred and verified by the laboratory supervisor.,been transferred and verified by the laboratory supervisor.,been transferred and verified by the laboratory supervisor.,A known volume of the entire concentrate will be,A known volume of the entire concentrate will be,A known volume of the entire concentrate will be,A known volume of the entire concentrate will be,A known volume of the entire concentrate will be,A known volume of the entire concentrate will be,A known volume of the entire concentrate will be,A known volume of the entire concentrate will be,A known volume of the entire concentrate will be
placed,in,an,Utermöhl,Utermöhl,Utermöhl,settling,chamber,chamber,for,examination,examination,examination,with,an,inverted,plankton,plankton,microscope.,microscope.,If,the
"phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume","phytoplankton, and/or silt, density is too great in the final concentrate for clear examination, a known volume"
of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,of the concentrate is drawn off to provide a sub-sample suitable for analysis.,"Prior to counting, a work","Prior to counting, a work","Prior to counting, a work","Prior to counting, a work","Prior to counting, a work"
